,nombre_artista,bio,listeners,playcount,similar
283,Cliche Morph," <a href=""https://www.last.fm/music/Cliche+Morph"">Read more on Last.fm</a>",2607,13271,"['The Plant Worker', 'Antonio Ruscito', 'Kike Pravda', 'Plants Army Revolver', 'Alexander Dniel']"
284,Ryogo Yamamori," <a href=""https://www.last.fm/music/Ryogo+Yamamori"">Read more on Last.fm</a>",1702,7107,"['Foreign Material', 'Forest On Stasys', 'DJ Nobu', 'Takaaki Itoh', 'Svarog']"
285,Paul van Dyk's Sunday Sessions," <a href=""https://www.last.fm/music/Paul+van+Dyk%27s+Sunday+Sessions"">Read more on Last.fm</a>",2,3,[]
286,Flow & Zeo," <a href=""https://www.last.fm/music/Flow+"">Read more on Last.fm</a>",0,0,[]
287,Bass Cvlt," <a href=""https://www.last.fm/music/Bass+Cvlt"">Read more on Last.fm</a>",19,51,[]
288,REVM," <a href=""https://www.last.fm/music/REVM"">Read more on Last.fm</a>",567,2509,"['Morsüre', 'BSLS', 'Rzvx', 'Sub Terra', 'B Λ N D I']"
289,Remute,"The Hamburg-City boy Denis Karimani, born in 1983, started making electronic music at the age of 13 years and got addicted to it without fail.
After lonely and quiet years of experimenting and self-discovery he released his first 12"" called ""Hypnoconsole"" on ZombieNation's Label Dekathlon Records and got remixed by Munich-Techno-Hero Richard Bartz.
The first livegigs followed directly and led him into smoky rave-basements, uproarious clubs, sunny open-airs, as well as shaky party-boats... <a href=""https://www.last.fm/music/Remute"">Read more on Last.fm</a>",15089,90087,"['Minicoolboyz', 'Matteo Poker', 'Dinamoe', 'Lars Wickinger', 'Andy Kohlmann']"
290,D Loudon," <a href=""https://www.last.fm/music/D+Loudon"">Read more on Last.fm</a>",257,1013,"['Mike Maass', 'Ronny Vergara', 'Kai Pattenberg', 'Lukas Freudenberger', 'F-Rontal']"
291,Zeltak," <a href=""https://www.last.fm/music/Zeltak"">Read more on Last.fm</a>",17794,94821,"['Claas Herrmann', 'Marco Ginelli', 'The Acid Mind', 'Marco Leckbert', 'Roentgen Limiter']"
292,Phalguna Somraj," <a href=""https://www.last.fm/music/Phalguna+Somraj"">Read more on Last.fm</a>",347,1662,"['Piet van Noord', 'Juan Erbin', 'Yuriy From Russia', 'Druce', 'Cryss']"
293,Goa Doc," <a href=""https://www.last.fm/music/Goa+Doc"">Read more on Last.fm</a>",2097,11971,"['djhalion', 'Progressive Goa Trance', 'Artmox', 'Nova Fractal', 'Astralgoat']"
294,Patrick Zigon,"Patrick Zigon is hailing from Germany’s beautiful and inspiring city Konstanz at the Lake of Constance, which probably is one of the reasons why he drops such jaunty and fresh beats. Being active in the electronic music scene since 1996, Patrick since then eminently contributes to the establishment and development of electronic music in South Germany as a DJ, producer and promoter. First own releases promptly showed up in the hard-to-get-in English House scene and in the boxes of international big names. <a href=""https://www.last.fm/music/Patrick+Zigon"">Read more on Last.fm</a>",9853,39034,"['Marc Antona', 'Anthony Collins', 'Andomat 3000', 'From Karaoke to Stardom', 'Marascia & Dusty Kid']"
295,Gustavo Lamas,"Gustavo Lamas is an ambient and techno producer based in Buenos Aires, Argentina. He has many releases on the ONITOR (Germany) label, and has also worked with Kompakt (Germany) and Fragile Disk (Argentina). Lamas is influenced by Saint Etienne, Beach Boys, and Kraftwerk, among many others.  <a href=""https://www.last.fm/music/Gustavo+Lamas"">Read more on Last.fm</a>",8385,47830,"['Geometric Farms', 'Dirk Leyers', 'Pass Into Silence', 'Peter Grummich', 'www.jz-arkh.co.uk']"
296,Alejandro Franco," <a href=""https://www.last.fm/music/alejandro+franco"">Read more on Last.fm</a>",122,501,"['Alejandro Franco y Lalo montes', 'WARP MAGAZINE SA DE CV', 'Alejandro Franco, Mariana H, Lalo Montes, Oscar Uriel', 'Milton Barboza', 'WARP Media S.A. de C.V.']"
297,Repart," <a href=""https://www.last.fm/music/Repart"">Read more on Last.fm</a>",398,2057,"['The Alchemical Theory', 'Save Your Atoll', 'BLNDR', 'Svarog', 'Kryss Hypnowave']"
298,Evan De Novellis," <a href=""https://www.last.fm/music/Evan+De+Novellis"">Read more on Last.fm</a>",2386,6925,"['Stereo Kulisse', 'VØ', 'Matt Sawyer', 'Dia Hassan', 'Plastic universe']"
299,Optimuss," <a href=""https://www.last.fm/music/Optimuss"">Read more on Last.fm</a>",2685,9059,"['parapher', 'Lukas Firtzer', 'Giovanni Carozza', 'Milo Spykers', 'David Temessi']"
300,Roman Faero," <a href=""https://www.last.fm/music/Roman+Faero"">Read more on Last.fm</a>",246,3567,"['Lash (HU)', 'Cristian Glitch', 'Luix Spectrum', 'Grozdanoff', 'Otin']"
301,Robert Babicz,"From Cologne, Germany techno producer has recorded a number of records as Rob Acid, Acid Warrior and Department of Dance for Force Inc in the nineties, now he begins releasing under his name since 2004. He also had records released by acid and techno labels such as Important and Labworks and at some point had launched his own label too, Junkfood. His most recent output is a blend of minimal and deep tunes with a lot of care taken for the detail. His mixes feature melodic constructs set <a href=""https://www.last.fm/music/Robert+Babicz"">Read more on Last.fm</a>",162736,1371737,"['Guy J', 'Dino Lenny', 'Rodriguez Jr.', 'Frankey & Sandrino', 'Affkt']"
302,Mononoid,"Mononoid are Andy Godderis and Igor Shumlyanskiy. Andy, born in Belgium but raised in the Netherlands, started DJ’ing back in 1986 as a hip-hop DJ for the band Utile Connection and grew towards dance in the early 90s. After organizing parties in the Netherlands and performing on many underground locations, he was asked to became a resident DJ for a club in China. Returning to the Netherlands a year later, he continued to perform which eventually lead to him winning the Twix Talent Room in 2001. <a href=""https://www.last.fm/music/Mononoid"">Read more on Last.fm</a>",6679,38602,"['Microtrauma', 'Lanny May', 'Lefrenk', 'Boss Axis', 'Alex Q']"
303,Coeter One,"Coë ´s love for sound and colour has lasting for a decade by now. The playful handling with various elements is one of the core points of his work. Ideas come up in moments of spontaneity and regularly end up in runs of concentrated work-flows. Through “consequent deconstruction” the 28-year old student creates space for smartly modulated details. Principal elements are decentralized and get a new place to develop unsuspected impressions. Coeter releases his digital EP´s and vinyl on well-established record-labels like Eminor <a href=""https://www.last.fm/music/Coeter+One"">Read more on Last.fm</a>",2483,12897,"['Daegon', 'Felix Lorusso', 'Insect Elektrika', 'Kamika', 'Dubit']"
304,Arnaud Le Texier,"French born artist Arnaud Le Texier started Safari Electronique in London, 2005. An artist with plenty of knowledge and substance behind him, Arnaud had been on the electronic music scene for over 10 years before commencing with Safari Electronique.

Arnaud’s career dates back to 1990 when he first began managing record shops and building what is now a huge archive of knowledge, taste and musical dedication to his name. His five year residency at <a href=""https://www.last.fm/music/Arnaud+Le+Texier"">Read more on Last.fm</a>",7528,41134,"['Von Grall', 'Vertical Spectrum', 'Zadig', 'Kessell', 'Fabrizio Lapiana']"
305,galiLeo," <a href=""https://www.last.fm/music/Galileo"">Read more on Last.fm</a>",9459,63395,"['Killer Queen', 'Captive Bohemians', ""The Cast of 'We Will Rock You'"", 'Khashoggi', 'Ga Ga Kids']"
306,Mode_1," <a href=""https://www.last.fm/music/Mode_1"">Read more on Last.fm</a>",413,2003,"['MARCAL', 'Arthur Robert', 'Ignez', 'Phil Berg', 'dxrvo']"
307,TWR72,"TWR72 is an Amsterdam based techno duo sharing the same predilection of music since their early teens. Fifteen years later, they still share this bond and are seen as the most thriving duo in the scene. TWR72 pioneers their own forward-thinking approach towards electronic music: a fusing and pulsing rhythm with a cutting drive, binding it with a strong signature groove. 

In 2010, they celebrated their first successes in the scene with refreshing productions with which they have set a standard for many following young producers. <a href=""https://www.last.fm/music/TWR72"">Read more on Last.fm</a>",20523,85660,"['Hiroki Esashika', 'Hey Today!', 'Harkin & Raney', 'Autotune', 'Clement Meyer']"
308,Neil Landstrumm,"Starting his professional career in 1994 Neil has released music on several international electronic labels and also worked in the motion graphics field with MTV, Rockstar Games and The Magnificents. To date Landstrumm has released 5 Experimental Electronic albums, 1 Art-Rock-Blues-Beat album, several 12"" singles and remixes on labels ranging from Peacefrog, Tresor, Sonic Groove Mosquito, to his own imprint, Scandinavia. Neil has collaborated with Cristian Vogel,  <a href=""https://www.last.fm/music/Neil+Landstrumm"">Read more on Last.fm</a>",39015,370532,"['Cristian Vogel', 'Sven Väth', 'Jensen Interceptor', 'Surgeon', 'Robert Hood']"
309,99LETTERS,"Takahiro Kinoshita has been producing electronic music as 99LETTERS since 2008. A DJ and producer, his first vinyl release was in 2015 on Série limitée Records of London.

An album will be appearing on Seagrave Records late 2015 / early 2016.

www.seagraverecords.com <a href=""https://www.last.fm/music/99Letters"">Read more on Last.fm</a>",5150,25066,[]
310,Aitor Ronda," <a href=""https://www.last.fm/music/Aitor+Ronda"">Read more on Last.fm</a>",8826,30191,"['Raul Mezcolanza', 'Peppelino', 'Carl Falk', 'Tiago S', 'Elton D']"
311,Concha," <a href=""https://www.last.fm/music/Concha"">Read more on Last.fm</a>",433,3214,"['Gabriela Schaaf', 'Lara Li', 'King in the Belly', 'Arara Saudita', 'Roquivários']"
312,Alfredo92," <a href=""https://www.last.fm/music/Alfredo92"">Read more on Last.fm</a>",591,1656,"['Kasper Marott', 'Nyra', 'Rudolf C', 'ibon', 'Mor Elian']"
313,exploSpirit," <a href=""https://www.last.fm/music/ExploSpirit"">Read more on Last.fm</a>",1104,4923,"['Tonikattitude', 'Kai Pattenberg', 'Otin', 'Dual Fuel', 'Timao']"
314,Andreas Foxx," <a href=""https://www.last.fm/music/Andreas+Foxx"">Read more on Last.fm</a>",63,257,[]
315,Nicolas Masseyeff,"Starting in the early 90s Nicolas began to get behind the tables mixing at some parties. Later he became aware of the hold music has on him. It has a strong influence in his daily life, and it did not take long for it to become a dependence.

Without further ado, he abandoned his studies to dedicate himself uniquely to his passion.  <a href=""https://www.last.fm/music/Nicolas+Masseyeff"">Read more on Last.fm</a>",13705,48793,"['Reset Robot', 'Maetrik', 'Andreas Henneberg', 'Microtrauma', 'Hermanez']"
316,Derek Carr,"Established in Ireland in the early 90’s Derek has released many ground breaking and classic EPS for labels such as 'For Those That Knoe’, 'Revoke' & 'Why So Series'.
Born and raised in Westmeath, Ireland, Derek got an early taste for finely crafted melodic techno through compilations like Network’s ‘Bio-Rhythms’ and Warp’s ‘Pioneers of the Hypnotic Groove’. Having been a fan of bands such as Kraftwerk and Depeche Mode through his formative years, Derek felt drawn to this new sound coming from Detroit. <a href=""https://www.last.fm/music/Derek+Carr"">Read more on Last.fm</a>",5421,67071,"['Convextion', 'Nuron', 'Move D', 'John Beltran', 'Aril Brikha']"
317,Balrog,"There are multiple artists tracked as ""Balrog"" on Last.fm;

1) Balrog is a Black Metal band from Paris (France). It currently has one member: Balrog (Sébastien Tuvi). The band was formed up in 1999. Balrog released 3 albums: Kill Yourself (2001), Bestial Satanic Terror (2006) and Ars Talionis - The Art Of Retaliation (2007).

2) Balrog is also the name of a French dungeon synth project created early 2014, Inspired by J.R.R. Tolkien's universe. It also features elements of fantasy, ambient and folk music. <a href=""https://www.last.fm/music/Balrog"">Read more on Last.fm</a>",6656,91079,"['Otargos', 'Malleus Maleficarum', 'Eternal Majesty', 'Crystalium', 'Vorkreist']"
318,MiniTech Project,"MiniTech Project is an extremely international personality born in London, England. Having traveled, lived and performed in several destinations within the United Kingdom, United States, India, and currently residing in the Netherlands, he has had exposure to all sorts of sounds in Music. His early electronic influences range from revolutionaries such as Pink Floyd, New Order, Depeche Mode, Pet Shop Boys, and Daft Punk. With an immaculate sense of passion for dance music <a href=""https://www.last.fm/music/MiniTech+Project"">Read more on Last.fm</a>",786,2147,"['Ricky Ambilotti', 'Erdem Aktas', 'Jepy Jey aka FDK', 'Alex Bau', 'Alandesh']"
319,Unique 3,"
Get Unique 3's latest releases/remixes PLUS free Deejay Mix downloads here: http://www.funklabs.com/artists/unique-3

Unique 3 has been cited by such luminaries as The Chemical Brothers, Coldcut, Goldie & LFO as inspiration, Unique 3's early 80's 'Bleep House' creating the start point for House Music as we know it today & the thousands of House Records that followed & imitated it.

Unique 3s groundbreaking early UK Hip-Hop bridged the gap from US <a href=""https://www.last.fm/music/Unique+3"">Read more on Last.fm</a>",10834,36509,"['Ital Rockers', 'Forgemasters', 'Plez', 'Tricky Disco', 'Da Posse']"
320,Giacomo Stallone," <a href=""https://www.last.fm/music/Giacomo+Stallone"">Read more on Last.fm</a>",240,973,"['Almir Ljusa', 'Beau Didier', 'Steve Redhead', 'Dito Masats', 'Chontane']"
321,La Fraicheur," <a href=""https://www.last.fm/music/La+Fraicheur"">Read more on Last.fm</a>",2900,14502,"['François X', 'Tim Tama', 'NENE H', 'Scalameriya', 'Kasper Marott']"
322,DJ Shog,"
Sven Greiner aka DJ Shog was born in Hamburg, Germany in 1976. In the middle of the nineties he began to develop his interest for electronic music and deejaying. After the usual first steps at school- and private-parties DJ Shog entered several DJ-Contests, which took him to his first residency jobs in the north of Germany.

His breakthrough into the world’s music scene came with the start of his own double-cd compilation-series ""Technics-DJ-Set"". <a href=""https://www.last.fm/music/DJ+Shog"">Read more on Last.fm</a>",171905,1323498,"['DJ Dean', 'Topmodelz', 'Mario Lopez', 'Pulsedriver', 'Klubbingman']"
323,Aki Latvamäki,"Aki's earliest experience in creating electronic music was at the age of five when he got his first computer. Filling cassettes with weird beeps and melodies. While his music style is constantly changing between minimal and maximal, he always tries to keep a natural approach to the groove using many organic sounds between the epic melodies. After working on several projects including an experimental percussion orchestra ""Transistori"", guitar driven rock bands and electronic music projects <a href=""https://www.last.fm/music/+noredirect/Aki+Latvam%C3%A4ki"">Read more on Last.fm</a>",2817,8227,"['Onur Özer', 'My My', 'Mark August', 'Dubfire vs. Oliver Huntemann', 'Tolga Fidan']"
324,Kill Your Idols,"Kill Your Idols is a hardcore punk band from New York, influenced by other such bands as Black Flag, Negative Approach and Sheer Terror. They have released numerous CDs and LPs.

Their first 12"" was released in 1998, followed by their debut CD, ""This Is Just The Beginning""  and ""No Gimmicks Needed"" LP on Blackout! Records the next year. The band subsequently signed to Side One Dummy Records and released two albums, ""Funeral For A Feeling"" in 2001 and ""From Companionship To Competition"" in 2005. <a href=""https://www.last.fm/music/Kill+Your+Idols"">Read more on Last.fm</a>",70426,1169545,"['Western Addiction', 'Chain whip', 'The Virus', 'The Restarts', '7Seconds']"
325,SP012," <a href=""https://www.last.fm/music/SP012"">Read more on Last.fm</a>",52,115,[]
326,L/F/D/M,"L/F/D/M is Bronze Teeth's Richard Smith, an experimental techno producer who has released his début album M is a Shape in 2015 on Ecstatic. <a href=""https://www.last.fm/music/L%2FF%2FD%2FM"">Read more on Last.fm</a>",2965,26866,"['Prostitutes', 'Marshall Applewhite', 'Pull Rank', 'S Olbricht', 'Ekoplekz']"
327,Dario Sorano,"Dj / Producer Dario Sorano was born in Naples, he begins very soon to listen to the Electronic and Techno music and at the age of 14 he realizeed that the Electronic and Techno music was the expression of his own personality.He has been a dj since 1994. Not long after he deepened his musical knowledge at first playing acoustic drums and then electronic drums; later on he devoted his time to the analogic synthesizer’s analysis.
Several years later he played his dj set in the best club located in the centre of Naples, Italy and Europe. <a href=""https://www.last.fm/music/Dario+Sorano"">Read more on Last.fm</a>",1714,5608,"['Kuvoka', 'MENTAL RESONANCE', 'Cortechs', 'Darmec', 'Niereich']"
328,Cemento,"Cemento is a Post-Punk band from Los Angeles Killing Life EP out now via Iron Lung Records

CementO are a technical chaotic hardcore band from Pordenone, Italy. They have released 2 eps to date; Vite in 2011, and Speranza in 2013. Both eps are available, name your price @ http://cemento.bandcamp.com/album/speranza. For more information, visit https://www.facebook.com/pages/Cemento/283474162616 <a href=""https://www.last.fm/music/CementO"">Read more on Last.fm</a>",3459,29765,[]
329,19.85," <a href=""https://www.last.fm/music/19.85"">Read more on Last.fm</a>",1263,7053,"['Flucc', 'BSLS', 'Plexøs', 'Allison Trench', 'Absntmnded']"
330,Vernon Bara," <a href=""https://www.last.fm/music/Vernon+Bara"">Read more on Last.fm</a>",240,694,"['Hen Greca', 'Dimitris Michas', 'Riko Forinson', 'Putri Mai', 'Arturo Gioia']"
331,Cavüm," <a href=""https://www.last.fm/music/Cav%C3%BCm"">Read more on Last.fm</a>",218,1737,"['Einox', 'Pvrv.', 'Yukari Okamura', 'Kontinum', 'Zemög']"
332,Tawa Girl," <a href=""https://www.last.fm/music/Tawa+Girl"">Read more on Last.fm</a>",471,2447,"['Gladyshev', 'Tropar Flot', 'Darmec', 'Tonikattitude', 'Ronny Vergara']"
333,Alexey Sonar," <a href=""https://www.last.fm/music/Alexey+Sonar"">Read more on Last.fm</a>",4148,21738,"['Luiz B', 'Fonarev', 'Aleksey Yakovlev', 'Louder Dale', 'Fon.Leman']"
334,DoctorSpook,"Introducing DoctorSpook, also known as Nathan Vogel, the visionary mastermind behind the psychedelic visual and aural artistry that has captivated audiences worldwide. With over a decade of experience, Doctor Spook has been at the forefront of the underground North American psytrance movement, touring relentlessly as an international DJ and founding the largest USA-based psytrance A/V record label and distribution network, GeoMagnetic and Goa Records. <a href=""https://www.last.fm/music/DoctorSpook"">Read more on Last.fm</a>",1393,5792,"['California Sunshine (Har-El)', 'GeneJoke', 'Nostromosis', 'Acid DJ', 'DJ Rumburak']"
335,Anton Kubikov,"Anton Kubikov was born in 1975 in Moscow. He started his career in 1994 playing at one of the first Moscow's techno clubs - the ""Hermitage"". This was the time when club culture was rapidly developing in Moscow; soon he became a very popular figure on the city's DJ scene being constantly invited to perform at such dance clubs like ""Treasure Island"", ""Moby Dick"", ""Ptyuch"", ""Utopia"", ""X-Dance"" and others.

In 1995 he created his own radio show on Russia's first dance FM radio called the ""Station"". <a href=""https://www.last.fm/music/Anton+Kubikov"">Read more on Last.fm</a>",9976,73469,"['SCSI-9', 'Grad_U', 'Martin Schulte', 'Nhar', 'Ben Buitendijk']"
336,PHNTM,"Meet PHNTM:  Multiple #1 Beatport charting producer, 2012 Artist to Watch, and BMA finalist!  After churning out a massive portfolio in 2011, including #4 overall with Umek on Toolroom, and releases on other pinnacle labels including Great Stuff, 1605, Definitive, Hotfingers, and his own Neptuun City, an overwhelming Beatport endorsement sets the stage for 2012 to be another devastating year.  PHNTM's style consists of a disco-infused techno / tech-house sound which he describes as Tech-Funk, always pushing the limits and riding the charts.   <a href=""https://www.last.fm/music/PHNTM"">Read more on Last.fm</a>",1735,7867,"['Ant Brooks', 'Phunk Investigation', 'Gabriel Rocha', 'Adam Shaw', 'Christian Cambas']"
337,Virgil Enzinger,"Virgil Enzinger has been unanimously pronounced the genius of a new genre in electronic music, described by himself and others as DARK TECHNO. 

As a producer with a long history of releases and major event gigs throughout Europe since 1999, Virgil is currently progressing into an unexplored area of reviving the genre of electronic music in his own way. 

He is being supported in his pursuit by elite artists of the international electronic music scene such as THE ADVENT, CHRIS LIEBING, ADAM BEYER, ERIC SNEO, A. <a href=""https://www.last.fm/music/Virgil+Enzinger"">Read more on Last.fm</a>",4974,22333,"['A. Mochi', 'Alex Bau', 'Space Djz', 'Gayle San', 'Tom Hades']"
338,Eugen Kunz," <a href=""https://www.last.fm/music/Eugen+Kunz"">Read more on Last.fm</a>",901,6853,"['Champas', 'I AM BAM', 'H! Dude', 'Niereich', 'Grozdanoff']"
339,Zaphy," <a href=""https://www.last.fm/music/Zaphy"">Read more on Last.fm</a>",227,1219,"['H! Dude', 'Roentgen Limiter', '753', 'Fatima Hajji', 'Sebastian Groth']"
340,Vroda,"The Vroda (""beauty"" - ukr.) duo, consisting of two singers: Olya and Ania, is the most recent pet project of Vasyl' Tkach -- a renowned composer, lyricist and sound producer from Ukraine, known for his foundation role in such venues as The Хостільня, Взрыватели, Сасквач, also, he has produced material for numerous Ukrainian artists -- Green Grey, Olha Polyakova, Katapulta to name a few. The Vroda is now emerging as a blend of traditional Ukrainian music and a modern dance-style arrangements. <a href=""https://www.last.fm/music/VRODA"">Read more on Last.fm</a>",508,2575,"['SI Process', 'Monotonne', 'Voin Oruwu', 'Ніна Матвієнко', 'Дахабраха']"
341,Alberto Ruiz,"
Alberto began playing as Resident Dj of the Ibiza weekend parties in the Mega club BCM located on the island of Mallorca. He was also the resident Dj for the IN nights in Titos Palma from 2006 to 2010 but had to stop as the Mallorcan Techno scene came to a halt because of the economic recession. This is when Alberto began to spend much more time in his studio, acquiring all types of classical synths and rhythm machines of brands like: Korg, Moog, Roland etc. <a href=""https://www.last.fm/music/Alberto+Ruiz"">Read more on Last.fm</a>",6014,23543,"['Skober', 'Hollen', 'Roel Salemink', 'Loco & Jam', 'Paride Saraceni']"
342,KAHAN," <a href=""https://www.last.fm/music/Kahan"">Read more on Last.fm</a>",656,5280,"['FARZÆD', 'D|K|Oxy', 'Føgg', 'Sørenga', 'XMXKX']"
343,Dorian Knox," <a href=""https://www.last.fm/music/Dorian+Knox"">Read more on Last.fm</a>",214,608,"['Jay Saunter', 'Drumcell', 'Brian Sanhaji', 'Oliver Ho', 'Black Asteroid']"
344,Lotech/Hijack," <a href=""https://www.last.fm/music/Lotech%2FHijack"">Read more on Last.fm</a>",434,2986,"['Altone', 'Ajnkana', 'Gradient', 'Grad_U', 'Schulz Audio']"
345,Dan Morris," <a href=""https://www.last.fm/music/Dan+Morris"">Read more on Last.fm</a>",799,3750,"['753', 'L Ʌ V Σ N', 'Dj Jordan', 'Roentgen Limiter', 'Panic Dispenser']"
346,Amber Long," <a href=""https://www.last.fm/music/Amber+Long"">Read more on Last.fm</a>",717,2357,"['V DIMENSION', 'Matteo Vanetti', 'ITB Sea', 'Arrojas', 'Sunset Session Group']"
347,DJ Stompy,"Real name: Leigh Horton
Style: UK happy hardcore artist
Also know as: new age and soaked
 <a href=""https://www.last.fm/music/DJ+Stompy"">Read more on Last.fm</a>",4509,31735,"['DJ Hixxy & Bananaman', 'DJ Ham', 'DJ Demo', 'Vinylgroover', 'Sy & Demo']"
348,Baxsta," <a href=""https://www.last.fm/music/Baxsta"">Read more on Last.fm</a>",98,225,['Chris Lawyer']
349,TST: The Southern Tenant," <a href=""https://www.last.fm/music/TST:+The+Southern+Tenant"">Read more on Last.fm</a>",12,63,[]
350,Cohuna Beatz," <a href=""https://www.last.fm/music/Cohuna+Beatz"">Read more on Last.fm</a>",270,702,"['Franz Johann', 'Pashenog', 'Harmony T. Panda', 'Natalino Nunes', 'Nemanja Kostic']"
351,Riemann,"Riemann se forma a finales del 2010 en Guadalajara, México, de lo que quedó del proyecto anterior de tres de sus actuales miembros (Alan Romo, Nazario Coronado, y Ricardo Ashida), buscando un sonido más maduro y una dirección más clara. Después de casi un año de ser un trío, deciden reclutar a un cuarto miembro (José Manuel Sosa), con quien ya habían colaborado, para así completar su alineación y enriquecer las posibilidades musicales de la banda. <a href=""https://www.last.fm/music/Riemann"">Read more on Last.fm</a>",675,3298,"['Tabatabai', 'Día de Muertos', 'Krebitz', 'Vicente Gayo', 'Disidente']"
352,Sven Sossong," <a href=""https://www.last.fm/music/Sven+Sossong"">Read more on Last.fm</a>",1088,3303,"['Beico & Mt93', 'Bastinov', 'Escape To Mars', 'Anthony Castaldo', 'Boxia']"
353,John Plaza," <a href=""https://www.last.fm/music/John+Plaza"">Read more on Last.fm</a>",304,2452,"['Save Your Atoll', 'tsott', 'Alexskyspirit', 'Cauê', 'The Alchemical Theory']"
354,Cosmic Gate's Wake Your Mind Radio," <a href=""https://www.last.fm/music/Cosmic+Gate%27s+Wake+Your+Mind+Radio"">Read more on Last.fm</a>",123,452,"['John O’Callaghan, Audrey Gallagher', ""John O'Callaghan, Will Atkinson, The Noble Six"", 'Above & Beyond & Anjunabeats', 'Armin van Buuren', 'Markus Schulz, Matt Fax, Dennis Sheperd']"
355,Balad," <a href=""https://www.last.fm/music/Balad"">Read more on Last.fm</a>",1975,6889,"['DRAGBUS', 'Crystal99', 'Hans Parenafter', 'Plavien', 'Soft Elevator']"
356,Andre Keller," <a href=""https://www.last.fm/music/Andre+Keller"">Read more on Last.fm</a>",4482,14265,"['Anna V.', 'Beico & Mt93', 'Drumcomplex', 'Spiros Kaloumenos', 'Rudosa']"
357,Yasuo Sato," <a href=""https://www.last.fm/music/Yasuo+Sato"">Read more on Last.fm</a>",1010,4626,"['Rino Cerrone', 'Applescal', '2000 and One', 'Peter Horrevorts', 'Shinedoe']"
358,/DL/MS/," <a href=""https://www.last.fm/music/%2FDL%2FMS%2F"">Read more on Last.fm</a>",955,4854,"['214', 'Zobol', 'Datawave', 'Rekab', 'quadratschulz']"
359,Ron Elliot," <a href=""https://www.last.fm/music/Ron+Elliot"">Read more on Last.fm</a>",1064,3489,"['Rafael & Guy Katch', 'Imanol Molina', 'Chris Luno', 'DJ Tonka', 'A Thousand Lives']"
360,David Moleon,"David Moleón is an expert DJ and producer with 15 years of experience. David has appeared on the line ups of prestigious events throughout Spain & Portugal, including at the Industrial Copera (Granada), Code (Madrid), Isla Tortuga (Ciudad Real), La Cova (Barcelona), Sala Loop (Almeria), Aixa Galiana (Avila), 114 Club (Oporto), Technosonic (Burgos),Alcantara Club (Lisboa), La Nuit (Coruña) and Live Dance Festival (Almería). He has also sparked interest in countries like Italy, Slovenia and Holland. <a href=""https://www.last.fm/music/David+Moleon"">Read more on Last.fm</a>",6486,47558,"['Peppelino', 'Dito Masats', 'Raul Mezcolanza', 'Fer BR', 'Goncalo M']"
361,RODRO," <a href=""https://www.last.fm/music/Rodro"">Read more on Last.fm</a>",80,714,"['Kamada', 'Veeyam', 'DJ Frane', 'Ingravidos La Industria', 'Brapis']"
362,Chris Moss Acid,"Chris Moss Acid is a southcoast (Bournemouth) electronic musician working in the genre of analogue and digital (aka a&d, AD, Analord, etc) - http://www.facebook.com/chrismossacid

Chris Moss Acid started out DJing at his friend's local electronica night in Bournemouth in December 2004, the nights were called Egon Spengler which were put on by The Egon Spengler crew aka Bournemouth Hardcore Massive which consisted of Sam Ross and Ryan Keegan. The nights were popular <a href=""https://www.last.fm/music/Chris+Moss+Acid"">Read more on Last.fm</a>",5469,47000,"['Syntheme', 'The Doubtful Guest', 'The Railway Raver', 'The Ace of Clubs', 'Fah']"
363,Jose Baher," <a href=""https://www.last.fm/music/Jose+Baher"">Read more on Last.fm</a>",339,992,"['Luix Spectrum', 'MSL-T', 'H! Dude', 'Patrick Steiner', 'Lunatique Sublime']"
364,MPathy," <a href=""https://www.last.fm/music/MPathy"">Read more on Last.fm</a>",2398,8607,"['Nick Devon', 'Dahu', 'Sasch', 'Grammik', 'Darko Milosevic']"
365,Gene Karz," <a href=""https://www.last.fm/music/Gene+Karz"">Read more on Last.fm</a>",2876,15158,"['Darmec', 'Manuel Pisu', 'Lex Gorrie', 'Tonikattitude', 'Niereich']"
366,Groof," <a href=""https://www.last.fm/music/Groof"">Read more on Last.fm</a>",697,3086,"['Exium', 'Cassegrain', 'Eomac', 'Endlec', 'Christian Wunsch']"
367,Mstep,"mstep is an experimental dubstep glitch live coder from Vienna, Austria. Member of 550 Rondy.

http://soundcloud.com/mstep

http://www.discogs.com/artist/Martin+Stepanek <a href=""https://www.last.fm/music/mstep"">Read more on Last.fm</a>",95,428,"['/DL/MS/', 'Betonkust', '214', 'Assembler Code', 'Gosub']"
368,ALESSANDRO ZINGRILLO," <a href=""https://www.last.fm/music/Alessandro+Zingrillo"">Read more on Last.fm</a>",408,1117,[]
369,Paul van Dyk’s VONYC Sessions," <a href=""https://www.last.fm/music/Paul+van+Dyk%E2%80%99s+VONYC+Sessions"">Read more on Last.fm</a>",12,18,[]
370,Dark Quadrant," <a href=""https://www.last.fm/music/Dark+Quadrant"">Read more on Last.fm</a>",343,2433,"['Border One', 'Takaaki Itoh', 'My Flower', 'Ricky Cross', 'Exium']"
371,Matt Mus," <a href=""https://www.last.fm/music/Matt+Mus"">Read more on Last.fm</a>",1906,7738,"['Kai Pattenberg', 'Lukas Freudenberger', 'Tonikattitude', 'Ronny Vergara', 'Darmec']"
